Bl	G	R	H	S	V	L	A	B	Color
0	240	54	53	255	240	213	49	208	2
0	239	50	54	255	239	212	49	208	2
0	239	49	54	255	239	212	49	208	2
0	239	45	54	255	239	212	49	208	2
0	238	44	54	255	238	211	49	207	2
0	239	44	54	255	239	212	49	207	2
0	240	44	55	255	240	213	48	208	2
0	240	44	55	255	240	213	48	208	2
0	239	44	54	255	239	212	49	207	2
0	239	39	55	255	239	212	48	208	2
0	239	34	56	255	239	212	48	207	2
0	239	34	56	255	239	212	48	207	2
0	240	36	56	255	240	213	48	208	2
0	241	38	55	255	241	213	47	208	2
0	241	40	55	255	241	213	48	208	2
0	235	32	56	255	235	208	48	206	2
0	236	24	57	255	236	209	48	207	2
1	241	29	57	254	241	213	47	208	2
2	243	51	54	253	243	215	48	209	2
4	245	54	54	251	245	217	48	209	2
1	241	58	53	254	241	214	50	208	2
0	239	58	53	255	239	212	50	208	2
0	240	58	53	255	240	213	50	208	2
1	244	61	53	254	244	217	49	209	2
2	244	65	52	253	244	217	50	209	2
0	242	68	52	255	242	215	51	209	2
0	241	66	52	255	241	214	51	208	2
0	242	61	52	255	242	215	50	209	2
1	243	62	52	254	243	216	50	209	2
2	243	62	53	253	243	216	50	209	2
1	243	62	52	254	243	216	50	209	2
3	243	65	52	252	243	216	50	209	2
3	243	65	52	252	243	216	50	209	2
1	242	65	52	254	242	215	50	209	2
0	242	65	52	255	242	215	50	209	2
25	238	59	55	228	238	212	51	205	2
56	237	54	60	197	237	211	52	197	2
94	235	46	68	205	235	210	55	183	2
180	218	14	84	239	218	200	75	134	2
168	192	0	86	255	192	178	82	129	2
233	112	0	106	255	233	125	148	60	2
213	93	0	107	255	213	108	153	60	2
230	63	0	112	255	230	93	178	41	2
233	54	0	113	255	233	89	184	37	2
235	47	0	114	255	235	87	188	34	2
235	42	0	115	255	235	85	191	33	2
236	43	0	115	255	236	86	190	33	2
238	47	0	114	255	238	88	189	33	2
239	46	0	114	255	239	88	190	33	2
240	42	0	115	255	240	86	192	31	2
243	45	3	115	252	243	89	192	31	2
243	50	2	114	253	243	91	189	32	2
242	51	4	114	251	242	91	188	33	2
239	47	1	114	254	239	88	190	33	2
237	44	0	114	255	237	86	191	33	2
238	46	0	114	255	238	87	190	33	2
239	50	0	114	255	239	89	188	34	2
240	49	0	114	255	240	89	189	33	2
240	42	1	115	254	240	86	192	31	2
232	34	0	116	255	232	81	193	32	2
236	26	0	117	255	236	80	197	29	2
234	22	0	117	255	234	78	198	29	2
235	23	0	117	255	235	79	198	29	2
239	27	0	117	255	239	81	198	28	2
238	25	0	117	255	238	80	198	28	2
235	21	0	117	255	235	78	199	29	2
237	25	0	117	255	237	80	198	29	2
239	37	0	115	255	239	84	194	30	2
243	41	2	115	253	243	87	194	30	2
239	34	1	116	254	239	83	195	30	2
235	30	0	116	255	235	81	196	30	2
235	29	0	116	255	235	80	196	30	2
237	30	0	116	255	237	81	196	30	2
241	34	0	116	255	241	84	196	29	2
242	37	2	116	253	242	85	195	29	2
240	35	0	116	255	240	84	195	30	2
239	28	0	116	255	239	82	198	29	2
238	25	0	117	255	238	80	198	28	2
237	24	0	117	255	237	80	198	29	2
238	25	0	117	255	238	80	198	28	2
238	24	0	117	255	238	80	198	28	2
239	23	0	117	255	239	80	199	28	2
239	23	0	117	255	239	80	199	28	2
237	24	0	117	255	237	80	198	29	2
236	23	0	117	255	236	79	198	29	2
234	21	0	117	255	234	78	198	29	2
237	24	0	117	255	237	80	198	29	2
242	34	1	116	254	242	85	196	29	2
243	44	4	115	251	243	88	192	31	2
240	45	4	115	251	240	88	191	32	2
189	50	0	112	255	189	75	172	53	2
182	49	0	112	255	182	72	169	56	2
120	60	0	105	255	120	65	137	89	2
87	70	3	96	246	87	69	116	113	2
68	98	18	79	208	98	93	97	139	2
27	160	54	54	212	160	148	75	183	2
69	205	98	54	169	205	189	73	184	2
10	232	116	46	244	232	211	65	207	2
7	243	125	45	248	243	220	64	210	2
6	246	143	43	249	246	224	68	212	2
2	245	154	41	253	245	225	72	213	2
1	243	150	42	254	243	223	71	212	2
0	241	140	43	255	241	220	69	211	2
0	235	134	43	255	235	215	69	209	2
14	240	97	49	240	240	215	57	208	2
6	206	54	53	248	206	186	59	199	2
11	195	29	57	241	195	176	60	195	2
11	224	31	57	242	224	200	52	203	2
2	239	24	57	253	239	211	47	207	2
0	241	34	56	255	241	213	47	208	2
4	246	42	55	251	246	217	46	209	2
2	242	50	54	253	242	215	48	208	2
3	242	51	54	252	242	215	49	208	2
6	227	47	54	248	227	203	52	204	2
0	183	25	56	255	183	166	62	193	2
0	122	13	57	255	122	113	79	176	2
0	95	12	56	255	95	88	88	168	2
3	89	27	52	246	89	83	93	166	2
2	88	23	53	249	88	82	92	166	2
11	96	31	53	226	96	90	91	166	2
1	161	40	53	253	161	148	71	187	2
38	208	82	52	208	208	189	65	195	2
3	244	103	48	252	244	219	57	210	2
6	247	116	46	249	247	222	60	211	2
2	245	146	42	253	245	224	69	212	2
3	245	158	41	252	245	225	73	213	2
0	240	170	39	255	240	223	80	213	2
0	240	175	38	255	240	224	82	213	2
1	241	179	38	254	241	225	83	213	2
2	243	182	38	253	243	227	83	214	2
1	242	182	37	254	242	226	83	214	2
0	242	179	38	255	242	226	82	214	2
0	242	179	38	255	242	226	82	214	2
2	243	183	37	253	243	227	83	214	2
0	240	180	38	255	240	225	83	213	2
0	238	174	38	255	238	222	82	213	2
0	239	176	38	255	239	223	82	213	2
0	240	177	38	255	240	224	82	213	2
0	241	178	38	255	241	225	82	214	2
0	242	179	38	255	242	226	82	214	2
1	242	181	38	254	242	226	83	214	2
3	243	183	38	252	243	227	83	214	2
4	244	186	37	251	244	228	84	214	2
4	244	187	37	251	244	228	84	214	2
3	243	184	37	252	243	227	84	214	2
2	242	183	37	253	242	226	84	214	2
3	243	182	38	252	243	227	83	214	2
3	242	181	38	252	242	226	83	214	2
4	241	181	38	251	241	225	83	213	2
3	240	179	38	252	240	224	83	213	2
5	240	179	38	250	240	224	83	213	2
6	242	182	38	249	242	226	83	213	2
4	241	182	37	251	241	226	84	213	2
1	239	179	38	254	239	224	83	213	2
0	240	178	38	255	240	224	83	213	2
6	241	180	38	249	241	225	83	213	2
9	242	181	38	246	242	226	83	213	2
8	242	183	38	247	242	226	84	213	2
8	243	184	38	247	243	227	84	214	2
11	244	185	38	244	244	228	84	214	2
11	244	185	38	244	244	228	84	214	2
16	243	185	38	238	243	227	84	213	2
15	242	184	38	239	242	227	84	213	2
21	244	184	38	233	244	228	83	213	2
23	244	184	38	231	244	228	83	212	2
35	239	177	39	218	239	223	83	209	2
36	239	176	39	217	239	223	83	208	2
42	241	175	40	211	241	225	82	208	2
55	243	172	41	197	243	226	80	205	2
79	241	161	45	171	241	223	79	195	2
111	241	127	56	138	241	220	71	180	2
153	237	74	75	175	237	215	67	157	2
186	218	44	84	204	218	201	78	132	2
213	187	12	94	241	213	178	99	104	2
213	133	0	101	255	213	137	128	79	2
227	99	0	107	255	227	115	154	57	2
235	71	1	111	254	235	99	175	42	2
240	54	0	113	255	240	91	187	34	2
246	51	5	114	250	246	92	190	32	2
244	46	3	115	252	244	89	192	31	2
241	35	0	116	255	241	84	196	29	2
242	32	1	116	254	242	84	197	28	2
243	33	2	116	253	243	84	197	28	2
245	36	4	116	251	245	86	196	28	2
240	34	1	116	254	240	84	196	29	2
238	31	0	116	255	238	82	196	30	2
238	33	0	116	255	238	83	195	30	2
239	33	0	116	255	239	83	196	29	2
237	33	0	116	255	237	82	195	30	2
238	33	1	116	254	238	83	195	30	2
241	32	0	116	255	241	83	197	29	2
240	31	0	116	255	240	83	196	29	2
240	20	0	118	255	240	80	200	27	2
235	15	0	118	255	235	77	200	28	2
234	17	0	118	255	234	77	199	29	2
234	15	0	118	255	234	77	200	28	2
235	14	0	118	255	235	77	200	28	2
242	21	1	118	254	242	81	200	27	2
241	30	0	116	255	241	83	198	28	2
242	30	1	116	254	242	83	197	28	2
240	27	0	117	255	240	82	198	28	2
234	21	0	117	255	234	78	198	29	2
237	18	0	118	255	237	78	200	28	2
240	21	0	117	255	240	80	200	27	2
239	26	0	117	255	239	81	198	28	2
239	25	0	117	255	239	81	198	28	2
239	20	0	117	255	239	80	200	27	2
237	18	0	118	255	237	78	200	28	2
237	20	0	117	255	237	79	199	28	2
240	23	0	117	255	240	81	199	27	2
240	24	0	117	255	240	81	199	28	2
241	25	0	117	255	241	82	199	27	2
240	27	0	117	255	240	82	198	28	2
237	24	0	117	255	237	80	198	29	2
237	17	0	118	255	237	78	200	28	2
237	18	0	118	255	237	78	200	28	2
236	22	0	117	255	236	79	198	29	2
240	26	0	117	255	240	82	198	28	2
241	46	0	114	255	241	88	191	32	2
248	53	6	114	249	248	94	190	31	2
238	69	0	111	255	238	99	177	40	2
252	84	10	111	245	252	111	174	40	2
228	146	1	101	254	228	149	126	78	2
252	178	27	100	228	252	176	117	81	2
143	225	19	78	233	225	203	64	156	2
133	231	20	76	233	231	207	60	163	2
26	238	42	58	227	238	211	49	205	2
6	239	46	55	249	239	212	49	207	2
1	240	62	52	254	240	213	51	208	2
0	236	61	52	255	236	210	52	207	2
0	236	55	53	255	236	210	51	207	2
0	239	56	53	255	239	212	50	208	2
0	240	51	54	255	240	213	49	208	2
0	239	46	54	255	239	212	49	208	2
0	239	45	54	255	239	212	49	208	2
4	246	54	54	251	246	218	48	209	2
3	245	84	50	252	245	218	53	210	2
5	246	109	47	250	246	221	58	211	2
9	246	139	44	246	246	224	67	212	2
13	245	166	40	241	245	226	76	213	2
18	246	177	39	236	246	228	80	213	2
21	242	186	38	233	242	227	85	212	2
22	243	187	38	232	243	228	85	213	2
25	243	189	37	229	243	228	86	212	2
25	243	190	37	229	243	228	86	212	2
23	241	191	37	231	241	227	87	212	2
18	240	185	37	236	240	225	86	212	2
6	241	166	40	249	241	223	78	212	2
0	234	155	40	255	234	217	77	210	2
0	240	128	44	255	240	218	66	210	2
0	236	124	44	255	236	215	66	209	2
0	241	73	51	255	241	215	52	209	2
0	238	67	52	255	238	212	52	208	2
0	241	58	53	255	241	214	50	208	2
1	243	59	53	254	243	216	49	209	2
0	242	62	52	255	242	215	50	209	2
0	239	61	52	255	239	213	51	208	2
0	240	55	53	255	240	213	50	208	2
0	242	53	53	255	242	215	49	209	2
0	242	58	53	255	242	215	49	208	2
0	240	59	53	255	240	213	50	208	2
0	240	56	53	255	240	213	50	208	2
0	241	54	53	255	241	214	49	208	2
0	241	52	54	255	241	214	49	208	2
0	240	46	54	255	240	213	48	208	2
0	240	45	54	255	240	213	48	208	2
0	240	42	55	255	240	213	48	208	2
0	237	39	55	255	237	210	49	207	2
0	238	40	55	255	238	211	48	207	2
0	239	41	55	255	239	212	48	208	2
0	239	45	54	255	239	212	49	208	2
0	239	45	54	255	239	212	49	208	2
1	241	37	56	254	241	213	47	208	2
1	242	35	56	254	242	214	47	208	2
0	241	36	56	255	241	213	47	208	2
0	242	38	55	255	242	214	47	208	2
2	244	41	55	253	244	216	47	209	2
2	243	42	55	253	243	215	47	208	2
0	238	34	56	255	238	211	48	207	2
1	238	27	57	254	238	211	47	207	2
3	243	36	56	252	243	215	47	208	2
5	246	57	54	250	246	218	48	209	2
5	246	57	54	250	246	218	48	209	2
0	241	59	53	255	241	214	50	208	2
0	241	59	53	255	241	214	50	208	2
0	242	60	53	255	242	215	50	209	2
1	244	62	53	254	244	217	49	209	2
1	243	64	52	254	243	216	50	209	2
0	242	65	52	255	242	215	50	209	2
0	242	64	52	255	242	215	50	209	2
1	244	65	52	254	244	217	50	209	2
3	245	68	52	252	245	218	50	209	2
2	244	72	51	253	244	217	51	209	2
2	244	72	51	253	244	217	51	209	2
4	245	73	51	251	245	218	51	209	2
3	244	72	51	252	244	217	51	209	2
1	242	68	52	254	242	215	51	209	2
0	242	67	52	255	242	215	51	209	2
26	238	57	56	227	238	212	51	205	2
46	238	53	59	206	238	212	51	201	2
96	232	44	68	207	232	208	56	181	2
162	216	23	82	228	216	197	72	143	2
164	185	8	86	244	185	173	84	128	2
218	120	0	104	255	218	128	137	70	2
200	99	0	105	255	200	109	144	69	2
235	65	0	112	255	235	96	179	40	2
236	58	0	113	255	236	92	183	37	2
240	51	1	114	254	240	90	188	34	2
238	45	1	114	254	238	87	190	33	2
237	41	0	115	255	237	85	192	32	2
238	40	0	115	255	238	85	192	31	2
238	40	0	115	255	238	85	192	31	2
241	43	1	115	254	241	87	192	31	2
248	51	7	115	248	248	93	190	31	2
240	56	0	113	255	240	92	185	35	2
234	51	0	113	255	234	88	186	36	2
237	43	0	114	255	237	86	191	33	2
240	42	1	115	254	240	86	192	31	2
242	49	1	114	254	242	90	190	32	2
243	54	1	113	254	243	92	188	33	2
243	51	1	114	254	243	91	189	33	2
240	42	1	115	254	240	86	192	31	2
233	34	0	116	255	233	82	193	32	2
238	25	0	117	255	238	80	198	28	2
236	23	0	117	255	236	79	198	29	2
238	25	0	117	255	238	80	198	28	2
241	28	0	117	255	241	82	198	28	2
240	27	0	117	255	240	82	198	28	2
238	24	0	117	255	238	80	198	28	2
239	28	0	116	255	239	82	198	29	2
241	39	0	115	255	241	86	194	30	2
241	39	0	115	255	241	86	194	30	2
237	32	0	116	255	237	82	195	30	2
235	30	0	116	255	235	81	196	30	2
235	29	0	116	255	235	80	196	30	2
237	30	0	116	255	237	81	196	30	2
240	34	1	116	254	240	84	196	29	2
242	37	2	116	253	242	85	195	29	2
239	33	0	116	255	239	83	196	29	2
239	27	0	117	255	239	81	198	28	2
238	26	0	117	255	238	81	198	29	2
238	26	0	117	255	238	81	198	29	2
238	26	0	117	255	238	81	198	29	2
240	27	0	117	255	240	82	198	28	2
240	27	0	117	255	240	82	198	28	2
238	25	0	117	255	238	80	198	28	2
237	23	0	117	255	237	80	199	28	2
234	20	0	117	255	234	78	199	29	2
233	18	0	118	255	233	77	198	29	2
239	24	1	117	254	239	81	198	28	2
243	38	3	116	252	243	86	195	29	2
243	50	4	114	251	243	91	190	32	2
235	52	5	114	250	235	89	186	36	2
193	54	0	112	255	193	78	171	53	2
188	50	0	112	255	188	75	171	54	2
119	58	0	105	255	119	63	137	89	2
100	63	1	101	252	100	64	126	101	2
65	101	19	77	207	101	96	95	142	2
41	160	55	56	190	160	148	76	178	2
69	205	98	54	169	205	189	73	184	2
7	239	112	46	248	239	216	62	209	2
14	246	119	46	240	246	222	61	210	2
7	245	142	43	248	245	223	68	212	2
3	244	150	42	252	244	223	71	212	2
2	243	145	42	253	243	222	70	212	2
0	240	136	43	255	240	219	68	211	2
1	234	125	44	254	234	213	67	209	2
7	236	84	50	247	236	211	56	207	2
2	201	46	53	252	201	181	60	198	2
17	200	33	57	233	200	180	59	196	2
18	233	39	57	235	233	207	50	204	2
7	244	32	57	248	244	216	46	208	2
1	241	37	56	254	241	213	47	208	2
4	246	43	55	251	246	217	47	209	2
2	242	50	54	253	242	215	48	208	2
1	238	49	54	254	238	211	49	207	2
5	223	42	55	249	223	199	53	203	2
0	176	21	56	255	176	160	64	191	2
0	120	11	57	255	120	111	80	176	2
0	94	14	56	255	94	87	88	168	2
3	89	27	52	246	89	83	93	166	2
3	88	24	53	246	88	82	92	166	2
9	94	30	53	231	94	88	92	166	2
0	155	29	54	255	155	142	71	186	2
31	202	74	52	216	202	184	65	194	2
6	244	100	48	249	244	219	57	210	2
7	246	116	46	248	246	222	60	211	2
2	245	144	42	253	245	224	69	212	2
3	244	159	41	252	244	225	74	213	2
0	239	170	39	255	239	222	80	213	2
0	239	173	38	255	239	223	81	213	2
1	241	175	38	254	241	225	81	213	2
1	241	179	38	254	241	225	83	213	2
0	240	179	38	255	240	224	83	213	2
0	242	179	38	255	242	226	82	214	2
2	244	181	38	253	244	228	82	214	2
2	243	183	37	253	243	227	83	214	2
0	240	179	38	255	240	224	83	213	2
0	239	175	38	255	239	223	82	213	2
0	239	175	38	255	239	223	82	213	2
0	241	177	38	255	241	225	82	213	2
0	240	177	38	255	240	224	82	213	2
0	240	178	38	255	240	224	83	213	2
1	241	179	38	254	241	225	83	213	2
3	243	181	38	252	243	227	83	214	2
4	243	185	37	251	243	227	84	214	2
5	244	186	37	250	244	228	84	214	2
3	243	183	38	252	243	227	83	214	2
3	243	183	38	252	243	227	83	214	2
3	243	183	38	252	243	227	83	214	2
3	242	182	38	252	242	226	83	214	2
4	241	182	37	251	241	226	84	213	2
3	240	180	38	252	240	225	83	213	2
4	242	180	38	251	242	226	83	214	2
6	243	183	38	249	243	227	83	214	2
5	242	183	37	250	242	226	84	214	2
1	240	179	38	254	240	224	83	213	2
0	240	178	38	255	240	224	83	213	2
6	241	180	38	249	241	225	83	213	2
10	243	182	38	244	243	227	83	213	2
8	243	184	38	247	243	227	84	214	2
8	243	184	38	247	243	227	84	214	2
12	244	185	38	242	244	228	84	214	2
12	243	183	38	242	243	227	83	213	2
14	241	183	38	240	241	226	84	213	2
17	243	184	38	237	243	227	84	213	2
22	244	185	38	232	244	228	84	213	2
23	242	182	38	231	242	226	84	212	2
28	239	178	39	225	239	224	83	210	2
31	240	177	39	222	240	224	83	210	2
40	242	177	40	213	242	226	82	208	2
55	242	171	41	197	242	225	81	204	2
75	240	161	44	175	240	223	79	197	2
116	241	122	59	132	241	220	70	178	2
146	233	75	74	173	233	211	68	159	2
191	219	43	85	205	219	202	79	130	2
205	188	10	93	243	205	178	95	108	2
215	135	0	101	255	215	138	127	79	2
221	108	0	105	255	221	120	146	63	2
235	78	0	110	255	235	103	171	45	2
236	63	0	112	255	236	95	180	39	2
239	57	1	113	254	239	93	185	36	2
235	51	0	114	255	235	89	186	36	2
238	37	0	115	255	238	84	194	31	2
240	36	0	116	255	240	84	195	30	2
242	38	0	115	255	242	86	195	30	2
242	38	0	115	255	242	86	195	30	2
239	29	0	116	255	239	82	197	29	2
236	26	0	117	255	236	80	197	29	2
238	24	0	117	255	238	80	198	28	2
240	26	0	117	255	240	82	198	28	2
240	30	1	116	254	240	82	197	29	2
244	34	3	116	252	244	85	197	28	2
242	37	1	116	254	242	85	195	29	2
240	34	0	116	255	240	84	195	29	2
238	18	0	118	255	238	79	200	27	2
233	12	0	118	255	233	76	200	29	2
233	11	0	118	255	233	76	200	28	2
233	11	0	118	255	233	76	200	28	2
237	12	0	118	255	237	78	200	27	2
242	20	1	118	254	242	81	201	26	2
241	31	0	116	255	241	83	197	29	2
241	30	0	116	255	241	83	198	28	2
237	24	0	117	255	237	80	198	29	2
237	22	0	117	255	237	79	199	28	2
240	21	0	117	255	240	80	200	27	2
239	21	0	117	255	239	80	199	27	2
234	21	0	117	255	234	78	198	29	2
236	21	0	117	255	236	79	199	28	2
238	19	0	118	255	238	79	200	27	2
240	21	0	117	255	240	80	200	27	2
240	24	0	117	255	240	81	199	28	2
240	25	0	117	255	240	81	198	28	2
238	23	0	117	255	238	80	199	28	2
239	24	0	117	255	239	81	198	28	2
238	27	0	117	255	238	81	197	29	2
237	25	0	117	255	237	80	198	29	2
237	19	0	117	255	237	79	200	28	2
236	18	0	118	255	236	78	200	28	2
235	21	0	117	255	235	78	199	29	2
239	28	0	116	255	239	82	198	29	2
243	45	1	115	254	243	89	192	31	2
248	53	7	114	248	248	94	190	31	2
238	66	1	112	254	238	97	179	39	2
253	87	14	111	241	253	113	172	41	2
234	148	2	101	253	234	151	127	76	2
252	178	30	100	225	252	176	117	81	2
147	228	5	79	249	228	206	64	155	2
150	231	7	79	247	231	208	63	155	2
19	237	22	60	235	237	210	48	205	2
16	238	21	59	238	238	211	47	206	2
2	240	37	56	253	240	213	48	208	2
0	240	38	55	255	240	213	48	208	2
0	239	35	56	255	239	212	48	207	2
0	238	34	56	255	238	211	48	207	2
0	240	29	56	255	240	212	47	208	2
1	243	30	56	254	243	215	46	208	2
1	242	53	54	254	242	215	49	208	2
6	248	67	52	249	248	220	49	210	2
3	244	100	48	252	244	219	57	210	2
4	244	117	46	251	244	220	61	211	2
6	244	145	42	249	244	223	70	212	2
10	247	165	40	245	247	228	75	213	2
17	247	178	39	237	247	229	80	213	2
20	244	187	38	234	244	229	85	213	2
25	244	187	38	229	244	229	85	212	2
31	245	189	38	223	245	230	85	212	2
30	245	191	38	224	245	230	86	212	2
27	243	193	37	227	243	229	87	212	2
21	243	185	38	233	243	227	84	213	2
7	242	166	40	248	242	224	78	212	2
0	235	151	41	255	235	217	75	210	2
1	241	128	44	254	241	219	65	210	2
0	238	118	45	255	238	216	63	209	2
2	243	72	51	253	243	216	51	209	2
0	236	64	52	255	236	210	52	207	2
0	240	56	53	255	240	213	50	208	2
2	245	61	53	253	245	217	49	209	2
0	240	61	52	255	240	213	50	208	2
0	236	57	53	255	236	210	51	207	2
0	238	51	54	255	238	211	50	207	2
0	242	52	54	255	242	215	49	208	2
0	242	58	53	255	242	215	49	208	2
0	241	59	53	255	241	214	50	208	2
0	241	57	53	255	241	214	49	208	2
0	241	54	53	255	241	214	49	208	2
0	238	48	54	255	238	211	49	207	2
0	238	42	55	255	238	211	49	207	2
0	238	41	55	255	238	211	49	207	2
0	239	39	55	255	239	212	48	208	2
0	240	41	55	255	240	213	48	208	2
0	239	45	54	255	239	212	49	208	2
0	238	45	54	255	238	211	49	207	2
0	237	41	55	255	237	210	49	207	2
1	241	45	55	254	241	214	48	208	2
0	242	50	54	255	242	215	48	208	2
0	241	49	54	255	241	214	49	208	2
1	241	51	54	254	241	214	49	208	2
1	242	53	54	254	242	215	49	208	2
1	243	55	53	254	243	215	49	209	2
1	240	53	53	254	240	213	49	208	2
0	238	46	54	255	238	211	49	207	2
0	239	40	55	255	239	212	48	208	2
0	241	47	54	255	241	214	48	208	2
0	241	63	52	255	241	214	50	208	2
2	243	64	52	253	243	216	50	209	2
0	241	57	53	255	241	214	49	208	2
2	243	59	53	253	243	216	49	209	2
0	243	63	52	255	243	216	50	209	2
0	244	65	52	255	244	217	50	209	2
0	243	62	52	255	243	216	50	209	2
1	243	62	52	254	243	216	50	209	2
1	244	65	52	254	244	217	50	209	2
3	246	69	52	252	246	218	50	209	2
3	246	73	51	252	246	219	51	210	2
1	243	79	50	254	243	217	53	209	2
1	243	78	50	254	243	217	52	209	2
2	243	75	51	253	243	216	52	209	2
1	241	73	51	254	241	215	52	208	2
0	241	67	52	255	241	214	51	209	2
0	241	67	52	255	241	214	51	209	2
30	238	57	56	223	238	212	51	204	2
43	238	53	58	209	238	212	51	201	2
106	227	38	71	212	227	204	59	174	2
155	211	19	81	232	211	193	72	144	2
174	178	8	89	244	178	168	90	119	2
221	124	0	103	255	221	131	136	71	2
214	104	1	106	254	214	116	146	65	2
246	68	5	112	250	246	100	181	37	2
242	64	1	112	254	242	97	182	37	2
249	59	8	114	247	249	97	187	33	2
245	52	4	114	251	245	92	189	32	2
239	43	1	115	254	239	87	191	32	2
235	37	0	115	255	235	83	193	32	2
236	38	0	115	255	236	84	193	32	2
242	44	3	115	252	242	88	192	31	2
247	52	7	114	248	247	93	190	32	2
239	54	0	113	255	239	91	186	35	2
232	47	0	114	255	232	86	188	35	2
239	43	0	115	255	239	86	192	32	2
243	45	2	115	253	243	89	192	31	2
244	51	2	114	253	244	91	189	32	2
243	54	2	114	253	243	92	188	33	2
243	48	1	114	254	243	90	191	32	2
239	38	0	115	255	239	85	194	31	2
234	31	0	116	255	234	81	195	31	2
239	29	0	116	255	239	82	197	29	2
238	29	0	116	255	238	82	197	29	2
240	31	0	116	255	240	83	196	29	2
241	33	0	116	255	241	84	196	29	2
240	32	0	116	255	240	83	197	29	2
239	31	0	116	255	239	82	196	29	2
239	34	0	116	255	239	83	195	30	2
240	39	0	115	255	240	85	193	31	2
240	38	0	115	255	240	85	194	30	2
239	32	0	116	255	239	83	196	29	2
237	30	0	116	255	237	81	196	30	2
238	29	0	116	255	238	82	197	29	2
239	29	0	116	255	239	82	197	29	2
239	30	0	116	255	239	82	197	29	2
238	31	0	116	255	238	82	196	30	2
237	29	0	116	255	237	81	196	30	2
239	29	0	116	255	239	82	197	29	2
241	31	0	116	255	241	83	197	29	2
239	29	0	116	255	239	82	197	29	2
239	29	0	116	255	239	82	197	29	2
240	30	0	116	255	240	82	197	29	2
239	29	0	116	255	239	82	197	29	2
236	25	0	117	255	236	80	198	29	2
236	20	0	118	255	236	79	199	28	2
233	17	0	118	255	233	77	199	29	2
235	18	0	118	255	235	78	199	28	2
242	25	2	117	253	242	82	199	27	2
242	41	2	115	253	242	87	193	30	2
244	53	5	114	250	244	92	188	33	2
233	58	7	113	247	233	91	182	38	2
197	57	2	112	252	197	81	170	52	2
187	50	0	112	255	187	74	170	54	2
111	58	0	104	255	111	62	134	93	2
104	64	3	102	248	104	66	127	100	2
52	106	19	71	209	106	100	90	151	2
41	159	55	56	189	159	147	76	178	2
53	203	93	52	188	203	187	71	189	2
3	235	108	46	252	235	212	62	208	2
14	246	119	46	240	246	222	61	210	2
3	243	144	42	252	243	222	70	212	2
2	243	149	42	253	243	223	71	212	2
1	241	142	42	254	241	220	70	211	2
0	237	133	43	255	237	216	68	210	2
0	231	115	45	255	231	210	65	208	2
0	222	67	51	255	222	199	57	204	2
0	205	50	53	255	205	185	59	199	2
23	201	44	56	226	201	181	60	195	2
16	234	51	55	238	234	208	51	205	2
6	241	46	55	249	241	214	48	208	2
0	240	38	55	255	240	213	48	208	2
3	247	44	55	252	247	218	46	209	2
0	240	40	55	255	240	213	48	208	2
1	234	35	56	254	234	208	49	206	2
3	217	22	57	251	217	194	53	201	2
0	173	15	57	255	173	157	65	190	2
0	121	9	58	255	121	112	79	176	2
1	93	15	55	252	93	86	88	168	2
6	91	26	53	238	91	85	92	166	2
2	86	24	52	249	86	80	93	166	2
2	84	23	52	249	84	78	94	165	2
3	148	20	56	250	148	136	72	183	2
29	200	68	53	218	200	182	64	194	2
