Bl	G	R	H	S	V	L	A	B	Color
180	53	2	111	252	180	74	166	58	2
153	53	0	110	255	153	67	156	70	2
70	69	1	90	251	70	66	110	122	2
80	79	7	90	233	80	77	108	121	2
37	161	59	55	196	161	149	76	180	2
52	211	100	51	192	211	193	70	192	2
34	234	125	46	218	234	213	68	205	2
2	243	136	43	253	243	221	67	211	2
4	245	145	42	251	245	224	69	212	2
0	242	168	39	255	242	224	78	213	2
1	243	169	39	254	243	225	78	213	2
1	243	138	43	254	243	221	68	211	2
1	238	121	45	254	238	216	64	209	2
8	229	94	48	246	229	207	60	206	2
15	210	48	55	237	210	189	58	199	2
14	200	48	55	237	200	181	60	196	2
13	212	40	56	239	212	190	56	199	2
0	237	7	59	255	237	210	47	207	2
0	238	7	59	255	238	210	46	207	2
0	241	11	59	255	241	213	46	208	2
1	242	27	57	254	242	214	46	208	2
7	247	38	56	248	247	218	46	209	2
12	223	47	55	241	223	199	54	202	2
0	183	11	58	255	183	166	61	193	2
0	112	4	59	255	112	104	81	174	2
0	95	4	59	255	95	88	87	168	2
1	85	16	55	252	85	79	92	165	2
2	87	16	55	249	87	81	91	166	2
8	96	23	55	234	96	90	89	167	2
6	152	36	54	245	152	140	73	184	2
39	214	77	53	209	214	194	62	196	2
12	242	116	46	242	242	218	62	209	2
8	248	124	46	247	248	224	62	211	2
0	240	146	42	255	240	220	71	211	2
4	247	155	41	251	247	226	72	213	2
0	241	168	39	255	241	224	79	213	2
0	240	167	39	255	240	223	79	212	2
0	241	168	39	255	241	224	79	213	2
0	241	174	38	255	241	224	81	213	2
0	240	180	38	255	240	225	83	213	2
0	239	181	37	255	239	224	84	213	2
0	240	182	37	255	240	225	84	214	2
0	241	184	37	255	241	226	84	214	2
0	242	185	37	255	242	227	84	214	2
3	243	186	37	252	243	228	84	214	2
2	242	185	37	253	242	227	84	214	2
2	242	184	37	253	242	227	84	214	2
1	241	183	37	254	241	226	84	214	2
1	242	182	37	254	242	226	83	214	2
1	242	185	37	254	242	227	84	214	2
1	242	188	37	254	242	227	86	214	2
3	243	187	37	252	243	228	85	214	2
4	244	187	37	251	244	228	84	214	2
4	244	187	37	251	244	228	84	214	2
3	243	185	37	252	243	227	84	214	2
4	243	185	37	251	243	227	84	214	2
3	242	184	37	252	242	227	84	214	2
2	242	185	37	253	242	227	84	214	2
3	243	186	37	252	243	228	84	214	2
8	245	187	37	247	245	229	84	214	2
6	244	185	37	249	244	228	84	214	2
3	242	182	38	252	242	226	83	214	2
0	240	180	38	255	240	225	83	213	2
0	240	180	38	255	240	225	83	213	2
2	241	182	37	253	241	226	84	214	2
4	241	184	37	251	241	226	85	214	2
6	240	183	37	249	240	225	85	213	2
8	241	184	37	247	241	226	85	213	2
10	242	184	38	244	242	227	84	213	2
10	242	185	37	244	242	227	85	213	2
14	244	185	38	240	244	228	84	214	2
16	244	186	38	238	244	228	84	213	2
15	243	186	38	239	243	228	85	213	2
13	241	185	37	241	241	226	85	213	2
18	241	183	38	236	241	226	84	212	2
21	244	186	38	233	244	228	84	213	2
38	241	182	39	215	241	226	84	209	2
39	242	183	39	214	242	227	84	209	2
74	243	170	43	177	243	226	81	198	2
78	240	158	45	172	240	222	78	195	2
160	242	83	75	168	242	219	68	156	2
156	220	58	78	188	220	201	72	148	2
217	179	12	95	241	217	172	104	98	2
196	133	0	100	255	196	134	121	87	2
229	89	0	108	255	229	108	162	52	2
226	70	0	111	255	226	96	173	45	2
239	46	0	114	255	239	88	190	33	2
238	41	0	115	255	238	85	192	32	2
238	33	0	116	255	238	83	195	30	2
237	30	0	116	255	237	81	196	30	2
239	29	0	116	255	239	82	197	29	2
239	28	0	116	255	239	82	198	29	2
240	29	1	116	254	240	82	197	29	2
241	31	2	116	253	241	83	197	29	2
242	34	3	116	252	242	85	196	29	2
245	39	4	116	251	245	87	195	29	2
246	42	3	115	252	246	88	194	29	2
244	36	3	116	252	244	86	196	29	2
240	30	1	116	254	240	82	197	29	2
241	28	1	117	254	241	82	198	28	2
238	24	1	117	254	238	80	198	28	2
234	17	0	118	255	234	77	199	29	2
236	18	0	118	255	236	78	200	28	2
240	24	0	117	255	240	81	199	28	2
246	32	5	117	250	246	85	198	27	2
245	34	4	116	251	245	86	197	28	2
240	30	1	116	254	240	82	197	29	2
238	21	0	117	255	238	80	199	28	2
237	18	0	118	255	237	78	200	28	2
239	28	0	116	255	239	82	198	29	2
241	32	1	116	254	241	83	196	29	2
237	31	0	116	255	237	82	196	30	2
239	33	0	116	255	239	83	196	29	2
243	38	1	115	254	243	86	195	29	2
244	40	1	115	254	244	87	194	29	2
243	35	2	116	253	243	85	196	29	2
240	31	0	116	255	240	83	196	29	2
240	28	0	117	255	240	82	197	28	2
242	29	1	117	254	242	83	198	28	2
242	31	1	116	254	242	83	197	28	2
239	28	0	116	255	239	82	198	29	2
237	23	0	117	255	237	80	199	28	2
239	23	0	117	255	239	80	199	28	2
240	28	0	117	255	240	82	197	28	2
242	31	1	116	254	242	83	197	28	2
242	40	0	115	255	242	86	194	30	2
241	43	0	115	255	241	87	192	31	2
239	40	0	115	255	239	85	193	31	2
238	37	0	115	255	238	84	194	31	2
235	57	0	113	255	235	91	183	37	2
247	84	10	111	245	247	110	172	42	2
234	134	8	103	246	234	141	135	69	2
235	178	18	98	235	235	173	111	89	2
176	214	22	84	229	214	196	76	135	2
119	231	14	74	240	231	207	58	170	2
62	235	25	65	228	235	209	51	195	2
16	242	38	57	238	242	214	48	207	2
10	243	53	54	244	243	215	49	208	2
0	240	66	52	255	240	214	51	208	2
0	239	56	53	255	239	212	50	208	2
1	240	43	55	254	240	213	48	208	2
1	241	47	54	254	241	214	48	208	2
1	244	55	53	254	244	216	49	209	2
1	241	54	53	254	241	214	49	208	2
2	238	56	53	253	238	212	50	207	2
4	244	74	51	251	244	217	51	209	2
3	242	106	47	252	242	218	59	210	2
10	247	120	46	245	247	223	61	211	2
13	243	162	41	241	243	224	76	212	2
21	249	171	40	234	249	230	77	213	2
32	240	189	37	221	240	226	87	211	2
33	241	190	37	220	241	227	87	211	2
27	242	189	37	227	242	227	86	212	2
27	242	189	37	227	242	227	86	212	2
23	242	193	37	231	242	228	88	213	2
21	241	192	37	233	241	227	88	213	2
10	240	180	38	244	240	225	83	213	2
4	237	174	38	251	237	221	82	212	2
2	241	143	42	253	241	220	70	211	2
1	236	126	44	254	236	215	67	209	2
1	239	100	47	254	239	215	58	209	2
1	241	85	50	254	241	215	54	209	2
0	238	67	52	255	238	212	52	208	2
0	238	53	53	255	238	211	50	207	2
0	240	57	53	255	240	213	50	208	2
0	242	61	52	255	242	215	50	209	2
1	242	63	52	254	242	215	50	208	2
0	242	63	52	255	242	215	50	209	2
0	241	60	53	255	241	214	50	208	2
2	242	55	53	253	242	215	49	208	2
3	243	56	53	252	243	216	49	209	2
0	242	58	53	255	242	215	49	208	2
0	240	56	53	255	240	213	50	208	2
0	241	54	53	255	241	214	49	208	2
0	242	54	53	255	242	215	49	209	2
0	242	54	53	255	242	215	49	209	2
1	243	55	53	254	243	215	49	209	2
1	242	54	53	254	242	215	49	208	2
0	239	51	54	255	239	212	49	208	2
0	237	43	55	255	237	210	49	207	2
3	240	40	55	252	240	213	48	208	2
4	243	51	54	251	243	215	48	208	2
1	241	63	52	254	241	214	50	208	2
0	238	54	53	255	238	211	50	207	2
0	237	37	55	255	237	210	48	207	2
0	235	35	56	255	235	209	49	206	2
0	236	35	56	255	236	209	48	207	2
1	239	38	55	254	239	212	48	207	2
1	237	40	55	254	237	210	49	207	2
0	235	39	55	255	235	209	49	207	2
1	237	34	56	254	237	210	48	207	2
2	239	33	56	253	239	212	48	207	2
2	242	38	56	253	242	214	47	208	2
1	242	41	55	254	242	214	47	208	2
0	240	42	55	255	240	213	48	208	2
1	241	47	54	254	241	214	48	208	2
3	244	52	54	252	244	216	48	209	2
3	244	60	53	252	244	217	49	209	2
3	244	60	53	252	244	217	49	209	2
0	241	57	53	255	241	214	49	208	2
1	242	58	53	254	242	215	49	208	2
2	243	51	54	253	243	215	48	209	2
1	241	47	54	254	241	214	48	208	2
0	241	47	54	255	241	214	48	208	2
0	242	48	54	255	242	214	48	208	2
0	240	51	54	255	240	213	49	208	2
0	239	56	53	255	239	212	50	208	2
14	240	53	55	240	240	213	49	207	2
56	236	37	63	215	236	210	51	197	2
66	235	37	64	215	235	209	52	193	2
191	212	18	87	233	212	196	81	126	2
172	183	3	88	251	183	171	87	123	2
214	126	0	102	255	214	132	132	75	2
222	101	0	106	255	222	115	151	60	2
231	79	0	110	255	231	103	169	47	2
238	62	1	112	254	238	95	182	38	2
237	55	0	113	255	237	91	185	36	2
241	49	1	114	254	241	90	189	33	2
243	50	2	114	253	243	91	189	32	2
242	51	2	114	253	242	91	188	33	2
242	51	2	114	253	242	91	188	33	2
241	42	0	115	255	241	87	193	31	2
236	35	0	116	255	236	83	194	31	2
237	36	0	115	255	237	83	194	31	2
243	41	2	115	253	243	87	194	30	2
244	47	3	115	252	244	90	191	31	2
239	52	1	114	254	239	90	187	34	2
238	51	0	114	255	238	90	187	34	2
239	49	0	114	255	239	89	189	33	2
241	51	0	114	255	241	90	188	33	2
242	45	1	115	254	242	88	191	31	2
236	38	0	115	255	236	84	193	32	2
236	32	0	116	255	236	82	195	30	2
239	32	0	116	255	239	83	196	29	2
240	35	1	116	254	240	84	195	30	2
238	37	0	115	255	238	84	194	31	2
239	39	0	115	255	239	85	193	31	2
236	41	0	115	255	236	85	191	32	2
233	38	0	115	255	233	83	192	33	2
237	39	0	115	255	237	84	193	31	2
240	41	1	115	254	240	86	193	31	2
241	39	1	115	254	241	86	194	30	2
240	35	0	116	255	240	84	195	30	2
237	31	0	116	255	237	82	196	30	2
238	31	0	116	255	238	82	196	30	2
241	34	1	116	254	241	84	196	29	2
242	35	1	116	254	242	85	196	29	2
237	30	0	116	255	237	81	196	30	2
237	24	0	117	255	237	80	198	29	2
240	23	0	117	255	240	81	199	27	2
240	25	1	117	254	240	81	199	28	2
239	26	0	117	255	239	81	198	28	2
238	25	0	117	255	238	80	198	28	2
237	22	0	117	255	237	79	199	28	2
238	22	0	117	255	238	80	199	28	2
239	24	0	117	255	239	81	198	28	2
240	26	0	117	255	240	82	198	28	2
240	30	0	116	255	240	82	197	29	2
241	36	0	116	255	241	85	195	29	2
242	37	0	115	255	242	85	195	29	2
235	32	0	116	255	235	81	195	31	2
238	35	1	116	254	238	83	194	30	2
202	48	1	113	254	202	77	177	47	2
180	52	1	111	254	180	74	167	58	2
138	56	0	108	255	138	66	147	78	2
74	68	1	92	252	74	66	111	119	2
78	81	8	89	230	81	78	107	124	2
30	165	59	54	209	165	153	74	184	2
59	208	99	52	183	208	191	71	189	2
26	231	120	46	226	231	211	67	205	2
3	242	131	44	252	242	220	66	211	2
6	246	143	43	249	246	224	68	212	2
2	245	162	40	253	245	226	75	213	2
2	245	162	40	253	245	226	75	213	2
1	242	141	43	254	242	221	69	211	2
0	236	132	43	255	236	215	68	210	2
11	235	104	48	243	235	212	61	207	2
12	216	62	53	241	216	194	58	201	2
8	197	35	56	245	197	178	59	196	2
10	216	30	57	243	216	193	54	201	2
0	239	5	59	255	239	211	46	207	2
0	240	15	58	255	240	212	46	208	2
0	242	25	57	255	242	214	46	208	2
0	241	35	56	255	241	213	47	208	2
4	246	43	55	251	246	217	47	209	2
2	222	51	53	253	222	199	54	203	2
0	186	22	56	255	186	168	61	194	2
1	122	10	58	253	122	113	79	176	2
1	96	6	58	252	96	89	87	168	2
3	87	20	54	246	87	81	91	165	2
2	88	18	54	249	88	82	91	166	2
9	99	27	54	232	99	93	90	167	2
4	156	43	52	248	156	144	73	186	2
40	214	87	52	207	214	195	65	196	2
5	238	116	46	250	238	215	63	209	2
3	243	122	45	252	243	220	63	210	2
1	240	141	42	254	240	219	70	211	2
4	247	154	42	251	247	226	71	213	2
1	242	169	39	254	242	224	79	213	2
0	242	169	39	255	242	224	78	213	2
1	243	170	39	254	243	225	78	213	2
1	242	176	38	254	242	225	81	213	2
0	240	180	38	255	240	225	83	213	2
0	239	181	37	255	239	224	84	213	2
0	239	181	37	255	239	224	84	213	2
0	240	183	37	255	240	225	85	214	2
0	240	183	37	255	240	225	85	214	2
1	241	183	37	254	241	226	84	214	2
1	241	182	37	254	241	226	84	214	2
1	241	182	37	254	241	226	84	214	2
1	241	182	37	254	241	226	84	214	2
1	242	181	38	254	242	226	83	214	2
1	242	183	37	254	242	226	84	214	2
1	242	185	37	254	242	227	84	214	2
3	244	187	37	252	244	228	84	214	2
5	245	188	37	250	245	229	84	215	2
4	244	186	37	251	244	228	84	214	2
3	243	185	37	252	243	227	84	214	2
2	242	181	38	253	242	226	83	214	2
2	241	180	38	253	241	225	83	213	2
5	242	181	38	250	242	226	83	213	2
6	242	181	38	249	242	226	83	213	2
14	242	182	38	240	242	226	83	213	2
13	243	184	38	241	243	227	84	213	2
8	243	184	38	247	243	227	84	214	2
3	240	179	38	252	240	224	83	213	2
0	241	177	38	255	241	225	82	213	2
6	242	181	38	249	242	226	83	213	2
10	241	183	38	244	241	226	84	213	2
10	241	183	38	244	241	226	84	213	2
11	242	184	38	243	242	227	84	213	2
11	242	184	38	243	242	227	84	213	2
12	243	185	38	242	243	227	84	213	2
21	243	184	38	233	243	227	84	213	2
24	243	184	38	230	243	227	84	212	2
20	242	184	38	234	242	227	84	212	2
20	242	185	38	234	242	227	85	212	2
21	242	183	38	233	242	226	84	212	2
23	244	185	38	231	244	228	84	213	2
40	241	181	39	213	241	226	84	209	2
46	243	181	39	207	243	227	83	208	2
73	243	168	43	178	243	226	80	199	2
86	240	148	48	164	240	221	75	192	2
158	241	80	75	170	241	218	68	156	2
167	216	51	81	195	216	198	75	141	2
217	179	13	96	240	217	172	104	98	2
203	130	0	101	255	203	133	126	82	2
228	88	0	108	255	228	108	162	52	2
229	68	0	111	255	229	96	175	43	2
240	47	1	114	254	240	88	190	33	2
237	40	0	115	255	237	85	192	32	2
237	33	0	116	255	237	82	195	30	2
237	30	0	116	255	237	81	196	30	2
238	28	0	116	255	238	81	197	29	2
238	28	0	116	255	238	81	197	29	2
242	31	2	116	253	242	83	197	28	2
243	34	3	116	252	243	85	196	28	2
242	35	3	116	252	242	85	196	29	2
244	40	3	115	252	244	87	194	29	2
246	44	4	115	251	246	89	193	30	2
244	40	3	115	252	244	87	194	29	2
239	34	0	116	255	239	83	195	30	2
241	30	1	116	254	241	83	198	28	2
239	26	0	117	255	239	81	198	28	2
238	20	0	117	255	238	79	200	28	2
241	21	1	118	254	241	81	200	27	2
242	29	0	116	255	242	83	198	28	2
242	31	1	116	254	242	83	197	28	2
240	29	0	116	255	240	82	197	28	2
236	25	0	117	255	236	80	198	29	2
238	21	0	117	255	238	80	199	28	2
239	20	0	117	255	239	80	200	27	2
240	28	0	117	255	240	82	197	28	2
241	31	1	116	254	241	83	197	29	2
239	26	0	117	255	239	81	198	28	2
240	27	0	117	255	240	82	198	28	2
240	35	0	116	255	240	84	195	30	2
242	38	0	115	255	242	86	195	30	2
241	35	2	116	253	241	84	196	29	2
237	30	0	116	255	237	81	196	30	2
238	26	0	117	255	238	81	198	29	2
243	30	1	116	254	243	83	198	28	2
243	35	1	116	254	243	85	196	29	2
240	33	0	116	255	240	83	196	29	2
242	26	2	117	253	242	82	199	27	2
240	23	0	117	255	240	81	199	27	2
236	22	0	117	255	236	79	198	29	2
238	25	0	117	255	238	80	198	28	2
236	36	0	115	255	236	83	194	31	2
237	39	0	115	255	237	84	193	31	2
240	39	0	115	255	240	85	193	31	2
245	43	4	115	251	245	88	193	30	2
235	62	1	112	254	235	94	180	39	2
248	85	10	110	245	248	110	172	42	2
225	138	4	102	250	225	142	129	75	2
236	179	20	98	233	236	174	110	89	2
160	218	20	81	232	218	198	71	144	2
120	231	15	75	238	231	207	58	169	2
55	238	31	64	222	238	211	49	198	2
17	245	43	57	237	245	217	47	208	2
7	242	57	54	248	242	215	49	208	2
0	240	67	52	255	240	214	51	208	2
1	243	60	53	254	243	216	49	209	2
1	243	53	54	254	243	215	49	209	2
1	243	54	53	254	243	215	49	209	2
1	242	54	53	254	242	215	49	208	2
0	237	48	54	255	237	210	50	207	2
1	236	46	54	254	236	210	50	207	2
1	242	69	52	254	242	215	51	209	2
3	243	103	48	252	243	218	58	210	2
10	248	125	45	245	248	224	62	211	2
15	244	167	40	239	244	226	77	212	2
21	247	175	40	233	247	229	79	213	2
26	242	187	38	228	242	227	86	212	2
26	243	188	38	228	243	228	86	212	2
19	242	191	37	235	242	228	87	213	2
18	241	191	37	236	241	227	87	213	2
17	241	191	37	237	241	227	87	213	2
14	238	188	37	240	238	224	87	212	2
6	242	171	39	249	242	225	79	213	2
1	237	165	39	254	237	220	79	212	2
0	240	141	42	255	240	219	70	211	2
0	235	131	43	255	235	215	68	209	2
0	238	99	47	255	238	214	58	209	2
0	237	86	49	255	237	212	56	208	2
0	238	62	52	255	238	212	51	208	2
1	240	49	54	254	240	213	49	208	2
1	241	57	53	254	241	214	49	208	2
1	241	63	52	254	241	214	50	208	2
1	242	64	52	254	242	215	50	208	2
0	241	64	52	255	241	214	51	208	2
0	240	60	53	255	240	213	50	208	2
2	241	57	53	253	241	214	49	208	2
3	243	59	53	252	243	216	49	209	2
0	241	58	53	255	241	214	50	208	2
0	239	56	53	255	239	212	50	208	2
0	238	54	53	255	238	211	50	207	2
0	237	53	53	255	237	211	50	207	2
0	238	51	54	255	238	211	50	207	2
0	241	54	53	255	241	214	49	208	2
1	241	53	54	254	241	214	49	208	2
0	239	51	54	255	239	212	49	208	2
0	238	43	55	255	238	211	49	207	2
2	240	40	55	253	240	213	48	208	2
2	240	51	54	253	240	213	49	208	2
0	235	55	53	255	235	209	51	207	2
0	235	47	54	255	235	209	50	207	2
0	238	37	55	255	238	211	48	207	2
0	237	36	55	255	237	210	48	207	2
0	235	34	56	255	235	209	49	206	2
0	234	33	56	255	234	208	49	206	2
0	233	32	56	255	233	207	49	206	2
0	235	34	56	255	235	209	49	206	2
0	238	38	55	255	238	211	48	207	2
2	241	41	55	253	241	213	48	208	2
2	242	47	54	253	242	214	48	208	2
1	241	49	54	254	241	214	49	208	2
0	240	51	54	255	240	213	49	208	2
2	243	55	53	253	243	215	49	209	2
3	245	61	53	252	245	217	49	209	2
2	244	66	52	253	244	217	50	209	2
1	243	64	52	254	243	216	50	209	2
0	241	59	53	255	241	214	50	208	2
0	241	60	53	255	241	214	50	208	2
0	241	57	53	255	241	214	49	208	2
0	240	57	53	255	240	213	50	208	2
0	240	59	53	255	240	213	50	208	2
0	240	61	52	255	240	213	50	208	2
0	240	62	52	255	240	213	50	208	2
0	240	63	52	255	240	213	51	208	2
20	237	58	55	233	237	211	51	205	2
54	235	52	60	199	235	209	52	197	2
77	235	49	65	202	235	210	54	190	2
180	218	13	84	240	218	200	75	134	2
158	196	0	84	255	196	181	78	136	2
225	122	0	104	255	225	130	139	68	2
221	98	0	107	255	221	113	153	59	2
232	71	1	111	254	232	98	174	43	2
236	57	1	113	254	236	92	184	37	2
235	49	0	114	255	235	88	187	35	2
238	44	1	114	254	238	87	191	33	2
240	47	2	114	253	240	88	190	33	2
240	53	0	113	255	240	91	187	34	2
239	51	0	114	255	239	90	188	34	2
240	43	0	115	255	240	87	192	32	2
238	40	0	115	255	238	85	192	31	2
241	41	1	115	254	241	86	193	31	2
247	46	6	115	249	247	90	193	30	2
243	50	4	114	251	243	91	190	32	2
235	50	0	114	255	235	88	187	35	2
234	48	0	114	255	234	87	188	35	2
237	47	0	114	255	237	87	189	34	2
237	46	0	114	255	237	87	189	33	2
238	41	0	115	255	238	85	192	32	2
232	34	0	116	255	232	81	193	32	2
235	31	0	116	255	235	81	195	31	2
236	29	0	116	255	236	81	196	30	2
232	27	0	117	255	232	79	196	31	2
230	28	0	116	255	230	79	195	32	2
233	31	0	116	255	233	80	195	31	2
231	33	0	116	255	231	80	193	32	2
230	31	0	116	255	230	80	194	32	2
239	39	0	115	255	239	85	193	31	2
242	43	2	115	253	242	87	193	31	2
242	38	2	116	253	242	86	194	30	2
237	32	0	116	255	237	82	195	30	2
235	29	0	116	255	235	80	196	30	2
238	31	0	116	255	238	82	196	30	2
242	35	1	116	254	242	85	196	29	2
242	36	1	116	254	242	85	195	29	2
238	32	0	116	255	238	82	196	30	2
239	26	0	117	255	239	81	198	28	2
239	24	0	117	255	239	81	198	28	2
239	25	0	117	255	239	81	198	28	2
238	25	0	117	255	238	80	198	28	2
237	23	0	117	255	237	80	199	28	2
237	21	0	117	255	237	79	199	28	2
237	21	0	117	255	237	79	199	28	2
238	24	0	117	255	238	80	198	28	2
238	25	0	117	255	238	80	198	28	2
237	25	0	117	255	237	80	198	29	2
240	27	1	117	254	240	82	198	28	2
243	33	2	116	253	243	84	197	28	2
238	39	0	115	255	238	85	193	31	2
237	38	0	115	255	237	84	193	31	2
195	47	0	113	255	195	75	175	50	2
183	50	0	112	255	183	73	169	56	2
132	58	0	107	255	132	66	143	82	2
84	68	2	96	249	84	67	115	113	2
78	90	14	85	215	90	87	103	129	2
29	164	57	54	210	164	152	74	183	2
68	203	96	54	170	203	187	73	184	2
18	229	116	46	235	229	209	66	205	2
5	243	127	45	250	243	220	64	211	2
6	246	142	43	249	246	224	68	212	2
3	246	157	41	252	246	226	73	213	2
2	244	154	41	253	244	224	72	212	2
0	241	142	42	255	241	220	70	211	2
0	236	137	43	255	236	216	70	210	2
15	239	104	48	239	239	215	60	208	2
10	213	62	52	243	213	192	59	201	2
5	195	31	56	248	195	176	60	196	2
8	220	25	58	246	220	196	52	202	2
0	239	5	59	255	239	211	46	207	2
0	241	18	58	255	241	213	46	208	2
6	248	31	57	249	248	219	45	209	2
2	244	39	55	253	244	216	47	209	2
2	244	42	55	253	244	216	47	209	2
2	222	50	53	253	222	199	54	203	2
1	190	30	55	254	190	172	61	195	2
3	128	17	57	249	128	118	78	177	2
2	98	10	58	250	98	91	86	169	2
4	89	24	53	244	89	83	92	166	2
2	88	20	54	249	88	82	91	166	2
11	99	29	54	227	99	93	90	167	2
3	160	43	52	250	160	147	72	187	2
43	213	87	52	204	213	194	65	195	2
1	240	108	47	254	240	216	60	209	2
4	245	116	46	251	245	221	60	211	2
1	243	144	42	254	243	222	70	212	2
4	246	156	41	251	246	226	72	213	2
0	241	170	39	255	241	224	79	213	2
1	241	173	39	254	241	224	80	213	2
2	242	178	38	253	242	226	82	214	2
1	242	181	38	254	242	226	83	214	2
0	241	181	37	255	241	225	83	214	2
0	241	179	38	255	241	225	83	213	2
0	241	178	38	255	241	225	82	214	2
1	242	182	37	254	242	226	83	214	2
0	241	180	38	255	241	225	83	214	2
0	240	176	38	255	240	224	82	213	2
0	241	177	38	255	241	225	82	213	2
1	241	179	38	254	241	225	83	213	2
1	242	179	38	254	242	226	82	214	2
1	243	180	38	254	243	227	82	214	2
1	243	181	38	254	243	227	83	214	2
2	243	183	37	253	243	227	83	214	2
4	244	187	37	251	244	228	84	214	2
5	245	188	37	250	245	229	84	215	2
3	243	185	37	252	243	227	84	214	2
2	242	184	37	253	242	227	84	214	2
1	241	179	38	254	241	225	83	213	2
1	241	179	38	254	241	225	83	213	2
6	242	180	38	249	242	226	83	213	2
6	240	179	38	249	240	224	83	213	2
12	239	179	38	242	239	224	84	212	2
12	242	182	38	242	242	226	84	213	2
6	241	182	38	249	241	226	84	213	2
2	239	178	38	253	239	223	83	213	2
1	241	177	38	254	241	225	82	213	2
7	242	181	38	248	242	226	83	213	2
10	241	183	38	244	241	226	84	213	2
10	241	183	38	244	241	226	84	213	2
10	242	184	38	244	242	227	84	213	2
11	242	184	38	243	242	227	84	213	2
12	243	185	38	242	243	227	84	213	2
20	242	184	38	234	242	227	84	212	2
20	242	183	38	234	242	226	84	212	2
19	242	184	38	235	242	227	84	212	2
21	243	185	38	233	243	227	84	213	2
29	242	181	39	224	242	226	83	211	2
30	241	180	39	223	241	225	83	210	2
41	241	178	39	212	241	225	83	208	2
51	243	177	40	201	243	227	82	206	2
77	242	163	44	174	242	224	79	197	2
98	240	138	52	151	240	220	73	186	2
155	239	76	75	174	239	216	67	157	2
175	217	46	83	201	217	199	76	137	2
212	184	10	94	243	212	176	100	103	2
205	133	0	100	255	205	136	124	83	2
223	94	0	107	255	223	110	156	56	2
227	69	0	111	255	227	96	173	45	2
238	52	0	113	255	238	90	187	35	2
241	48	1	114	254	241	89	190	33	2
241	43	1	115	254	241	87	192	31	2
239	34	0	116	255	239	83	195	30	2
237	27	0	116	255	237	81	197	29	2
239	29	0	116	255	239	82	197	29	2
244	34	3	116	252	244	85	197	28	2
242	36	1	116	254	242	85	195	29	2
240	35	0	116	255	240	84	195	30	2
241	39	0	115	255	241	86	194	30	2
242	41	2	115	253	242	87	193	30	2
240	39	0	115	255	240	85	193	31	2
235	34	0	116	255	235	82	194	31	2
240	29	0	116	255	240	82	197	28	2
240	27	0	117	255	240	82	198	28	2
241	22	0	117	255	241	81	200	27	2
240	20	0	118	255	240	80	200	27	2
236	25	0	117	255	236	80	198	29	2
235	25	0	117	255	235	80	197	30	2
233	22	0	117	255	233	78	197	30	2
235	24	0	117	255	235	79	197	29	2
241	23	0	117	255	241	81	199	27	2
242	23	0	117	255	242	81	200	27	2
239	29	0	116	255	239	82	197	29	2
238	28	0	116	255	238	81	197	29	2
237	24	0	117	255	237	80	198	29	2
238	25	0	117	255	238	80	198	28	2
237	32	0	116	255	237	82	195	30	2
240	34	0	116	255	240	84	195	29	2
236	26	0	117	255	236	80	197	29	2
234	24	0	117	255	234	79	197	30	2
236	22	0	117	255	236	79	198	29	2
241	26	0	117	255	241	82	198	28	2
242	31	1	116	254	242	83	197	28	2
241	31	0	116	255	241	83	197	29	2
243	29	2	117	253	243	83	198	27	2
239	24	0	117	255	239	81	198	28	2
235	18	0	118	255	235	78	199	28	2
238	21	0	117	255	238	80	199	28	2
237	28	0	116	255	237	81	197	29	2
239	30	0	116	255	239	82	197	29	2
240	42	0	115	255	240	86	192	31	2
246	49	5	115	250	246	91	191	31	2
238	67	1	112	254	238	97	179	40	2
251	84	10	111	245	251	111	173	41	2
231	140	3	102	252	231	145	130	73	2
249	178	26	100	228	249	175	116	83	2
158	219	21	81	231	219	199	70	146	2
131	229	18	76	235	229	206	61	163	2
40	239	42	60	212	239	212	49	202	2
10	243	50	55	244	243	215	48	208	2
3	240	61	53	252	240	213	50	208	2
0	239	66	52	255	239	213	51	208	2
0	240	64	52	255	240	214	51	208	2
0	241	62	52	255	241	214	50	208	2
0	242	58	53	255	242	215	49	208	2
0	239	52	53	255	239	212	49	208	2
0	235	43	55	255	235	209	50	207	2
1	240	43	55	254	240	213	48	208	2
2	244	72	51	253	244	217	51	209	2
4	246	103	48	251	246	220	57	211	2
11	248	132	45	244	248	225	64	212	2
15	243	168	40	239	243	225	78	212	2
20	245	176	39	234	245	228	80	212	2
23	241	185	38	231	241	226	85	212	2
23	242	188	37	231	242	227	86	212	2
18	242	192	37	236	242	228	87	213	2
17	241	191	37	237	241	227	87	213	2
16	240	190	37	238	240	226	87	213	2
11	237	185	37	243	237	223	87	212	2
3	240	168	39	252	240	223	79	212	2
0	234	162	39	255	234	218	79	211	2
0	240	138	43	255	240	219	69	211	2
0	235	130	43	255	235	215	68	209	2
0	236	91	48	255	236	212	57	208	2
0	233	80	50	255	233	209	56	207	2
1	239	58	53	254	239	212	50	208	2
2	242	52	54	253	242	215	49	208	2
1	241	59	53	254	241	214	50	208	2
1	241	63	52	254	241	214	50	208	2
1	241	62	52	254	241	214	50	208	2
0	241	60	53	255	241	214	50	208	2
0	240	58	53	255	240	213	50	208	2
1	241	58	53	254	241	214	50	208	2
1	241	57	53	254	241	214	49	208	2
0	241	56	53	255	241	214	49	208	2
